Name,Listing Type,Feature Tag,Price,Location,Room Count,Area
Sarıyer Ferahrvler'de 2+1 kiralık daire,No type,No tag,22000,"Ferahevler, Sarıyer",2+1,140
İstinyepark Evlerinde Köşe Cumbalı 3+1 Kiralık Vadide / LUX,No type,No tag,150000,"Pınar, Sarıyer",3+1,200
Deniz İstanbul 4+1 Deniz Manzaralı Daire,No type,No tag,65000,"Marmara, Beylikdüzü",4+1,220
Maıson Göktürk Kemer Country Sedir Evlerin'de Kiralık 4+1 Arakat,No type,No tag,128500,"Göktürk Merkez, Eyüpsultan",4+1,240
Remax Anı 'Dan Üsküdar Ferah Mahallesi 3+1 Kiralık Daire,No type,No tag,20000,"Ferah, Üsküdar",3+1,130
BAHÇELİEVLER FERİT SELİM PAŞA CD. ITIR SOKAK AİLE APT. 2+1 DAİRE,No type,No tag,14000,"Siyavuşpaşa, Bahçelievler",2+1,85
Basın Ekspres Toya Next 2+1 Kiralık Daire/Ofis,No type,No tag,25000,"15 Temmuz, Bağcılar",2+1,140
MARMARA PARK AVM KARŞISINDA EŞYALI TİCARİ KULLANIMA UYGUN,No type,No tag,25000,"Barış, Beylikdüzü",1+1,75
KOŞUYOLU ELYSIUM ELIT'TE LÜKS DENİZ MANZARALI KİRALIK DAİRE,No type,No tag,140000,"Acıbadem, Kadıköy",3+1,205
Kadıköy Rasimpaşa'da Eşyalı ve Otoparklı 3+1 Kiralık Daire,No type,No tag,30000,"Rasimpaşa, Kadıköy",3+1,90
Sarıyer Maden KİRALIK DAİRE Site İçerisinde Bahçeli 3+1 165m2,No type,No tag,50000,"Maden, Sarıyer",3+1,165
TEŞVİKİYE IHLAMUR İNİŞ YOLUNDA KİRALIK DAİRE,No type,No tag,50000,"Teşvikiye, Şişli",2+1,170
Remax Anı 'Dan Sultanbeyli 'de 2.5+1 Eşyalı Kiralık Daire,No type,No tag,14000,"Hamidiye, Sultanbeyli",3+1,140
Esenler Tuna'da Kiralık Daire,No type,No tag,15000,"Tuna, Esenler",2+1,90
MECİDİYEKÖYDE TRUMP AVM 1 DAKİKA YENİ EŞYALI DUBLEX 2+1 DAİRE,No type,No tag,25000,"Mecidiyeköy, Şişli",2+1,135
Bahçelievler 3+1 Kombili 5.Kat 115 m2 Kiralık Daire,No type,No tag,13000,"Siyavuşpaşa, Bahçelievler",3+1,115
TEMA İSTANBUL 2 KİRALIK 1+1 DAİRE,No type,No tag,23000,"Atakent, Küçükçekmece",1+1,84
MUTLUOL PROJE'DEN CADDEBOSTAN SAHİLDE  4+2 DENİZ MANZARALI KİRALIK DUBLEKS,No type,No tag,150000,"Caddebostan, Kadıköy",4+2,260
Yenibosna Fevzi Çakmak mahallesinde kiralık 3+1 daire ara kat,No type,No tag,18000,"Fevzi Çakmak, Bahçelievler",3+1,145
KORDON İSTANBUL KİRALIK 1+1 DAİRE,No type,No tag,30000,"Hamidiye, Kağıthane",1+1,80
KAĞITHANE GÜLTEPE'DE KİRALIK 1+1 FULL EŞYALI LÜKS DAİRE,No type,No tag,17000,"Gültepe, Kağıthane",1+1,50
Emirganda 3+1 Kiralık Yol Yalı Dairesi / LUX,No type,No tag,80000,"Emirgan, Sarıyer",3+1,145
Zeytinburnu Telsiz'de Kiralık Daire,No type,No tag,16000,"Telsiz, Zeytinburnu",2+1,70
20 Yıllık Binada 3+1 Kombili 2.Kat 115 m2 Kiralık Daire,No type,No tag,15000,"Siyavuşpaşa, Bahçelievler",3+1,115
ŞİŞLİ FERİLOFT REZİDANS TA STÜDİO DAİRE KISMEN EŞYALI TERTEMİZ ULASIMI KOLAY NİŞANTAŞI YÜRÜME MESAFE,No type,No tag,17000,"Yayla, Şişli",1+0,55
BEYLİKDÜZÜ ADNAN KAHVECİ ORKİDE EVLERİ geniş 3+1 daire,No type,No tag,20000,"Adnan Kahveci, Beylikdüzü",3+1,153
Kartal Yunus Mahallesinde Kiralık Daire,No type,No tag,15000,"Yunus, Kartal",2+1,75
Bomonti Merkezde Kiralık Stüdyo Daire,No type,No tag,25000,"Cumhuriyet, Şişli",1+0,40
Kadıköy Eğitim Mahallesi İçi Yapılı 3+1 Kiralık Daire,No type,No tag,32500,"Eğitim, Kadıköy",3+1,115
İSTASYON MAH.HALKALI YENİDOĞANDA KİRALIK 3+1 DAİRE,No type,No tag,13500,"İstasyon, Küçükçekmece",3+1,125
"Metro ,Metrobüs ve Tramvaya  yakın 60 m2 1+1 kiralık Daire",No type,No tag,10500,"Çırpıcı, Zeytinburnu",1+1,65
MÜSLÜM EMLAKTAN DEV GİBİ 4+1,No type,No tag,20000,"Denizköşkler, Avcılar",4+1,205
PENDİK CAPTAIN HILL REZİDANS'TA KİRALIK 1+1 DAİRE,No type,No tag,20000,"Fevzi Çakmak, Pendik",1+1,87
Sarıyer Emirgan'da 2+1 Kiralık Daire,No type,No tag,20000,"Emirgan, Sarıyer",2+1,125
Vadistanbul Avangart Kiralık 2+1 Mobilyalı Bahçe Katı,No type,No tag,50000,"Seyrantepe, Kağıthane",2+1,130
VADİSTANBUL AVANGART'TA KİRALIK 3+1 DAİRE,No type,No tag,65000,"Seyrantepe, Kağıthane",3+1,175
PENDİK CAPTAIN HILL REZİDANS'TA  KİRALIK 2+1 DAİRE,No type,No tag,25000,"Fevzi Çakmak, Pendik",2+1,80
LUXURY DESIGNED RESIDENCE FLAT IN KABATAŞ SETÜSTÜ,No type,No tag,47000,"Ömer Avni, Beyoğlu",1+1,85
Harbiye ana caddeye Yakın daire,No type,No tag,25000,"Ergenekon, Şişli",2+1,85
ESENYURT'TA GÜVENLİKLİ BİZZ TOWERS SİTEDE KİRALI FULL EŞYALI 1+1,No type,No tag,15000,"Zafer, Esenyurt",1+1,65
BÜYÜKÇEKMECE ROSE MARİNE BUTİK' DE DENİZE SIFIR 4+1,No type,No tag,120000,"Ekinoba, Büyükçekmece",4+1,220
"DEMİR LİFE PROJESİNDE DENİZ, ŞEHİR VE GÖL MANZARALI KİRALIK 1+1",No type,No tag,28000,"Çakmaklı, Büyükçekmece",1+1,95
Ataşehir Atatürk Yakut Sitesi' nde Full Eşyalı Kiralık 1+1 Daire,No type,No tag,23000,"Atatürk, Ataşehir",1+1,85
BAYRAMPAŞA YORUM EVLERİ 310M2 KİRALIK 3+2 DUBLEKS DAİRE,No type,No tag,70000,"Kocatepe, Bayrampaşa",3+2,310
BÜYÜK YALI DA FİŞEKHANE VE DENİZ MANZRALI KİRALIK 3+1 DAİRE,No type,No tag,135000,"Kazlıçeşme, Zeytinburnu",3+1,220
ATAKÖY 5.KISIM KISA KATLARDA 3+1 KİRALIK DAİRE 130m² B TİPİ,No type,No tag,30000,"Ataköy 2-5-6. Kısım, Bakırköy",3+1,130
Ataşehir Andromeda Residence Modern Mobilyalı Kiralık 1+1 Daire,No type,No tag,25000,"Barbaros, Ataşehir",1+1,69
KAĞITHANE GÜLTEPE MAH. GALATA DERESİ CADDESİ 2+1 EŞYALI KİRALIK,No type,No tag,27000,"Caddebostan, Kadıköy",2+1,90
Hilal Konakları Bulvar Cephe 4+1 Eşyalı Kiralık Lüks Daire,No type,No tag,38000,"Pınartepe, Büyükçekmece",4+1,225
